City,Brand,Model,Year,Type,Color,Displacement,HP,Fuel type,Mielage,Transmission,Drivetrain,New,Price
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 230,1998,Sedan,Qara,2.3 L,150 a.g.,Qaz,309 200 km,Avtomat,Arxa,Xeyr,11400 AZN
Lənkəran,Mercedes,C 200,1994,Sedan,Gümüşü,2.0 L,111 a.g.,Benzin,426 872 km,Avtomat,Arxa,Xeyr,8500 AZN
Bakı,Mercedes,C 200,1999,Sedan,Qırmızı,2.0 L,136 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,6800 AZN
Bakı,Mercedes,C 230,2000,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,234 000 km,Avtomat,Arxa,Xeyr,11300 AZN
Şirvan,Mercedes,C 220,1996,Sedan,Göy,2.2 L,146 a.g.,Benzin,318 000 km,Avtomat,Ön,Xeyr,9300 AZN
Gəncə,Mercedes,C 180,1998,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,244 680 km,Avtomat,Arxa,Xeyr,12800 AZN
Bakı,Mercedes,C 220,1995,Sedan,Yaşıl,2.2 L,146 a.g.,Benzin,284 567 km,Mexaniki,Arxa,Xeyr,7300 AZN
Bakı,Mercedes,C 240,2000,Sedan,Gümüşü,2.4 L,177 a.g.,Benzin,295 000 km,Avtomat,Arxa,Xeyr,12400 AZN
Gəncə,Mercedes,C 180,1994,Sedan,Qəhvəyi,1.8 L,122 a.g.,Benzin,300 000 km,Mexaniki,Arxa,Xeyr,7350 AZN
Bakı,Mercedes,C 200,1998,Universal,Göy,2.0 L,136 a.g.,Benzin,248 000 km,Avtomat,Arxa,Xeyr,10500 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,155 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Qax,Mercedes,C 180,1999,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,201 000 km,Mexaniki,Arxa,Xeyr,10900 AZN
Bakı,Mercedes,C 220,1999,Universal,Gümüşü,2.2 L,146 a.g.,Dizel,190 000 km,Avtomat,Arxa,Xeyr,14000 AZN
Zaqatala,Mercedes,C 230,1999,Sedan,Qızılı,2.3 L,150 a.g.,Benzin,167 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 220,1998,Sedan,Tünd qırmızı,2.2 L,143 a.g.,Dizel,475 630 km,Avtomat,Arxa,Xeyr,10700 AZN
Bakı,Mercedes,C 320,2000,Sedan,Qara,3.2 L,224 a.g.,Benzin,248 000 km,Avtomat,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,136 a.g.,Benzin,362 000 km,Avtomat,Arxa,Xeyr,8300 AZN
Bakı,Mercedes,C 220,1995,Sedan,Gümüşü,2.2 L,150 a.g.,Benzin,362 000 km,Mexaniki,Arxa,Xeyr,8600 AZN
Bakı,Mercedes,C 200,2002,Sedan,Yaşıl,2.0 L,150 a.g.,Benzin,291 100 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,194 000 km,Avtomat,Arxa,Xeyr,12650 AZN
Bakı,Mercedes,C 220,2001,Universal,Gümüşü,2.2 L,143 a.g.,Dizel,268 611 km,Avtomat,Arxa,Xeyr,11800 AZN
Göyçay,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,383 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,11900 AZN
Bakı,Mercedes,C 240,1999,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,280 000 km,Avtomat,Arxa,Xeyr,10900 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Sumqayıt,Mercedes,C 180,1996,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,338 400 km,Avtomat,Arxa,Xeyr,10500 AZN
Salyan,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,358 823 km,Avtomat,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,162 882 km,Avtomat,Arxa,Xeyr,11000 AZN
Sumqayıt,Mercedes,C 220,1995,Sedan,Göy,2.2 L,146 a.g.,Benzin,517 000 km,Avtomat,Arxa,Xeyr,9000 AZN
Sumqayıt,Mercedes,C 180,1997,Sedan,Yaşıl,1.8 L,122 a.g.,Benzin,240 653 km,Mexaniki,Arxa,Xeyr,10400 AZN
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,322 445 km,Avtomat,Arxa,Xeyr,10900 AZN
Bakı,Mercedes,C 200,1998,Universal,Qara,2.0 L,136 a.g.,Benzin,301 000 km,Avtomat,Arxa,Xeyr,11600 AZN
Bakı,Mercedes,C 180,1995,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,400 000 km,Avtomat,Arxa,Xeyr,9000 AZN
Qazax,Mercedes,C 200,1995,Sedan,Göy,2.0 L,136 a.g.,Benzin,270 000 km,Avtomat,Tam,Xeyr,8500 AZN
Ağdam,Mercedes,C 240,1998,Sedan,Göy,2.4 L,170 a.g.,Benzin,324 144 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 200,1997,Universal,Gümüşü,2.0 L,136 a.g.,Benzin,400 564 km,Avtomat,Arxa,Xeyr,10850 AZN
Sumqayıt,Mercedes,C 300,2015,Sedan,Qara,2.0 L,245 a.g.,Benzin,41 000 km,Avtomat,Arxa,Xeyr,36500 $
Bakı,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,214 000 km,Avtomat,Arxa,Xeyr,10750 AZN
Bakı,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,232 000 km,Avtomat,Arxa,Xeyr,6800 AZN
Bakı,Mercedes,C 200,1998,Sedan,Ağ,2.0 L,136 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,12500 AZN
İsmayıllı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,311 419 km,Avtomat,Arxa,Xeyr,10900 AZN
Bakı,Mercedes,C 280,1998,Sedan,Ağ,2.8 L,192 a.g.,Benzin,238 894 km,Avtomat,Arxa,Xeyr,9900 AZN
Sumqayıt,Mercedes,C 180,1998,Universal,Gümüşü,1.8 L,122 a.g.,Benzin,332 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Cəlilabad,Mercedes,C 180,1998,Sedan,Boz,1.8 L,122 a.g.,Benzin,219 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Sumqayıt,Mercedes,C 230,1997,Sedan,Qara,2.3 L,150 a.g.,Benzin,235 000 km,Avtomat,Arxa,Xeyr,9300 AZN
Füzuli,Mercedes,C 180,1997,Universal,Göy,1.8 L,122 a.g.,Benzin,391 000 km,Mexaniki,Arxa,Xeyr,10000 AZN
Cəlilabad,Mercedes,C 320,2000,Sedan,Ağ,3.2 L,218 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Sumqayıt,Mercedes,C 230,1999,Sedan,Qara,2.3 L,150 a.g.,Benzin,154 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 240,1999,Sedan,Boz,2.6 L,170 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Sumqayıt,Mercedes,C 180,1998,Universal,Qara,1.8 L,122 a.g.,Benzin,380 000 km,Mexaniki,Arxa,Xeyr,8600 AZN
Şamaxı,Mercedes,C 200,1994,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,356 000 km,Avtomat,Arxa,Xeyr,8700 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Bakı,Mercedes,C 180,1999,Sedan,Qara,1.8 L,122 a.g.,Benzin,223 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1996,Sedan,Qızılı,1.8 L,122 a.g.,Benzin,395 000 km,Avtomat,Arxa,Xeyr,8200 AZN
Bakı,Mercedes,C 180,1994,Sedan,Qara,1.8 L,122 a.g.,Benzin,608 000 km,Avtomat,Arxa,Xeyr,7800 AZN
Sumqayıt,Mercedes,C 240,1999,Sedan,Gümüşü,2.4 L,185 a.g.,Benzin,284 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2000,Sedan,Qara,2.4 L,170 a.g.,Benzin,218 000 km,Avtomat,Arxa,Xeyr,9900 AZN
Bakı,Mercedes,C 200,1994,Sedan,Qızılı,2.0 L,136 a.g.,Benzin,323 000 km,Avtomat,Arxa,Xeyr,8900 AZN
Bakı,Mercedes,C 280,1998,Sedan,Qara,2.8 L,193 a.g.,Benzin,342 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Saatlı,Mercedes,C 220,1996,Sedan,Boz,2.2 L,150 a.g.,Benzin,345 678 km,Avtomat,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 200,1999,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,380 000 km,Avtomat,Arxa,Xeyr,10300 AZN
Bakı,Mercedes,C 220,1999,Universal,Qara,2.2 L,143 a.g.,Dizel,450 000 km,Mexaniki,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,188 374 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 240,2003,Sedan,Qara,2.4 L,177 a.g.,Benzin,295 000 km,Avtomat,Arxa,Xeyr,11900 AZN
Bakı,Mercedes,C 200,2000,Universal,Gümüşü,2.0 L,136 a.g.,Benzin,340 000 km,Mexaniki,Arxa,Xeyr,10400 AZN
Bakı,Mercedes,C 180,1994,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,310 000 km,Avtomat,Arxa,Xeyr,8400 AZN
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,287 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1994,Sedan,Mavi,1.8 L,122 a.g.,Benzin,395 000 km,Mexaniki,Arxa,Xeyr,7900 AZN
Şirvan,Mercedes,C 220,1999,Universal,Gümüşü,2.2 L,146 a.g.,Dizel,399 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 200,2001,Sedan,Gümüşü,2.0 L,150 a.g.,Benzin,378 000 km,Avtomat,Arxa,Xeyr,10600 AZN
Bakı,Mercedes,C 200,2018,Sedan,Ağ,1.5 L,185 a.g.,Benzin,0 km,Avtomat,Tam,Bəli,56500 $
Bakı,Mercedes,C 220,2003,Sedan,Qara,2.2 L,146 a.g.,Dizel,398 258 km,Avtomat,Arxa,Xeyr,15400 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 220,1995,Sedan,Qara,2.2 L,146 a.g.,Benzin,300 000 km,Avtomat,Arxa,Xeyr,9500 AZN
Bakı,Mercedes,C 280,1995,Sedan,Qara,2.8 L,193 a.g.,Benzin,394 000 km,Avtomat,Arxa,Xeyr,6900 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,156 a.g.,Benzin,59 500 km,Avtomat,Arxa,Xeyr,32700 $
Bakı,Mercedes,C 220,1998,Universal,Göy,2.2 L,143 a.g.,Dizel,324 000 km,Avtomat,Arxa,Xeyr,12900 AZN
Bakı,Mercedes,C 300,2015,Sedan,Ağ,2.0 L,245 a.g.,Benzin,22 700 km,Avtomat,Arxa,Xeyr,37000 $
Bakı,Mercedes,C 200,1999,Sedan,Göy,2.0 L,136 a.g.,Benzin,330 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,224 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 250,2012,Sedan,Qara,1.8 L,204 a.g.,Benzin,74 000 km,Avtomat,Arxa,Xeyr,18400 $
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,283 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 240,2003,Sedan,Göy,2.6 L,170 a.g.,Benzin,341 500 km,Avtomat,Arxa,Xeyr,11800 AZN
Samux,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,320 000 km,Mexaniki,Arxa,Xeyr,9100 AZN
Gəncə,Mercedes,C 230,1998,Sedan,Qızılı,2.3 L,150 a.g.,Benzin,327 000 km,Avtomat,Arxa,Xeyr,9800 AZN
Bakı,Mercedes,C 300,2015,Kupe,Göy,2.0 L,245 a.g.,Benzin,22 000 km,Avtomat,Arxa,Xeyr,55000 $
Bakı,Mercedes,C 230,1999,Sedan,Ağ,2.3 L,150 a.g.,Benzin,175 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,193 a.g.,Benzin,237 800 km,Avtomat,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 200,1996,Sedan,Ağ,2.0 L,136 a.g.,Benzin,257 000 km,Avtomat,Arxa,Xeyr,10200 AZN
Bakı,Mercedes,C 180,1997,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,361 000 km,Avtomat,Arxa,Xeyr,10200 AZN
Bakı,Mercedes,C 180,1998,Sedan,Yaş Asfalt,1.8 L,122 a.g.,Benzin,296 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 240,2001,Sedan,Ağ,2.6 L,177 a.g.,Benzin,230 000 km,Avtomat,Arxa,Xeyr,12400 AZN
Sumqayıt,Mercedes,C 200,1998,Sedan,Göy,2.0 L,146 a.g.,Benzin,389 000 km,Avtomat,Arxa,Xeyr,10950 AZN
Bakı,Mercedes,C 180,1997,Sedan,Tünd qırmızı,1.8 L,122 a.g.,Benzin,270 000 km,Mexaniki,Arxa,Xeyr,9000 AZN
Bakı,Mercedes,C 240,1998,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,181 000 km,Avtomat,Arxa,Xeyr,16800 AZN
Quba,Mercedes,C 180,1998,Universal,Boz,1.8 L,122 a.g.,Benzin,329 000 km,Mexaniki,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 200,1998,Universal,Gümüşü,2.0 L,140 a.g.,Benzin,365 000 km,Avtomat,Tam,Xeyr,12700 AZN
Saatlı,Mercedes,C 180,1998,Sedan,Göy,1.8 L,122 a.g.,Benzin,178 154 km,Avtomat,Arxa,Xeyr,14300 AZN
Bakı,Mercedes,C 200,1995,Sedan,Göy,2.0 L,136 a.g.,Benzin,325 000 km,Avtomat,Tam,Xeyr,11000 AZN
Bakı,Mercedes,C 230,1999,Sedan,Qara,2.0 L,150 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,13000 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 180,2018,Sedan,Qara,1.6 L,150 a.g.,Benzin,0 km,Avtomat,Arxa,Bəli,50999 $
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,150 a.g.,Dizel,300 000 km,Avtomat,Arxa,Xeyr,12700 AZN
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,55 000 km,Avtomat,Arxa,Xeyr,20800 $
Sumqayıt,Mercedes,C 200,1995,Sedan,Gümüşü,2.0 L,136 a.g.,Benzin,415 000 km,Mexaniki,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 180,1997,Sedan,Göy,1.8 L,122 a.g.,Benzin,240 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 180,1998,Universal,Göy,1.8 L,122 a.g.,Benzin,260 000 km,Mexaniki,Arxa,Xeyr,10200 AZN
Bakı,Mercedes,C 200,2000,Sedan,Gümüşü,2.0 L,163 a.g.,Benzin,278 000 km,Avtomat,Arxa,Xeyr,11900 AZN
Bakı,Mercedes,C 240,2000,Sedan,Boz,2.6 L,170 a.g.,Benzin,203 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Sumqayıt,Mercedes,C 220,2000,Sedan,Gümüşü,2.2 L,143 a.g.,Dizel,275 236 km,Avtomat,Arxa,Xeyr,11500 AZN
Sumqayıt,Mercedes,C 240,1999,Sedan,Gümüşü,2.4 L,170 a.g.,Benzin,234 500 km,Avtomat,Arxa,Xeyr,10500 AZN
Göyçay,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,190 a.g.,Benzin,237 000 km,Avtomat,Arxa,Xeyr,12200 AZN
İmişli,Mercedes,C 230,1998,Sedan,Qara,2.3 L,150 a.g.,Benzin,222 000 km,Avtomat,Arxa,Xeyr,11600 AZN
Bakı,Mercedes,C 180,2001,Sedan,Boz,1.8 L,196 a.g.,Benzin,157 990 km,Avtomat,Arxa,Xeyr,15000 AZN
Bakı,Mercedes,C 200,1997,Sedan,Tünd qırmızı,2.0 L,136 a.g.,Benzin,337 000 km,Avtomat,Arxa,Xeyr,11400 AZN
Bakı,Mercedes,C 200,1995,Sedan,Qara,2.0 L,136 a.g.,Benzin,350 000 km,Avtomat,Arxa,Xeyr,8000 AZN
Bakı,Mercedes,C 240,2000,Sedan,Göy,2.4 L,170 a.g.,Benzin,338 415 km,Avtomat,Arxa,Xeyr,11400 AZN
Sumqayıt,Mercedes,C 230,2000,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,237 000 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 220,1995,Sedan,Göy,2.2 L,143 a.g.,Benzin,348 000 km,Avtomat,Arxa,Xeyr,8600 AZN
Bakı,Mercedes,C 220,1999,Universal,Gümüşü,2.2 L,136 a.g.,Dizel,332 000 km,Avtomat,Arxa,Xeyr,12300 AZN
Sumqayıt,Mercedes,C 220,1998,Universal,Qara,2.2 L,146 a.g.,Dizel,448 237 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1996,Sedan,Bənövşəyi,1.8 L,122 a.g.,Benzin,178 000 km,Avtomat,Arxa,Xeyr,9800 AZN
Bakı,Mercedes,C 220,1999,Sedan,Gümüşü,2.2 L,146 a.g.,Dizel,385 879 km,Avtomat,Arxa,Xeyr,15300 AZN
Bakı,Mercedes,C 180,1999,Sedan,Göy,1.8 L,122 a.g.,Benzin,248 000 km,Avtomat,Arxa,Xeyr,11800 AZN
Bakı,Mercedes,C 180,2010,Sedan,Gümüşü,1.8 L,184 a.g.,Benzin,78 000 km,Avtomat,Arxa,Xeyr,15800 $
Bakı,Mercedes,C 240,1998,Sedan,Göy,2.4 L,170 a.g.,Benzin,245 000 km,Avtomat,Arxa,Xeyr,12000 AZN
Bakı,Mercedes,C 200,1998,Sedan,Tünd qırmızı,2.0 L,136 a.g.,Benzin,256 023 km,Avtomat,Arxa,Xeyr,10600 AZN
Bakı,Mercedes,C 240,1998,Sedan,Boz,2.4 L,170 a.g.,Benzin,317 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Sumqayıt,Mercedes,C 200,1999,Sedan,Qara,2.0 L,175 a.g.,Benzin,366 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
Bakı,Mercedes,C 240,1998,Sedan,Qara,2.4 L,170 a.g.,Benzin,187 000 km,Avtomat,Arxa,Xeyr,13800 AZN
Şirvan,Mercedes,C 180,1998,Sedan,Göy,1.8 L,125 a.g.,Benzin,556 680 km,Avtomat,Arxa,Xeyr,9700 AZN
Bakı,Mercedes,C 230,1999,Sedan,Gümüşü,2.3 L,150 a.g.,Benzin,200 000 km,Avtomat,Arxa,Xeyr,11200 AZN
Bakı,Mercedes,C 230,2006,Sedan,Ağ,2.3 L,205 a.g.,Benzin,192 145 km,Avtomat,Arxa,Xeyr,18500 AZN
Bakı,Mercedes,C 200,1998,Sedan,Mavi,2.0 L,136 a.g.,Benzin,272 000 km,Avtomat,Arxa,Xeyr,12900 AZN
Bakı,Mercedes,C 180,1999,Universal,Göy,1.8 L,122 a.g.,Benzin,250 000 km,Mexaniki,Arxa,Xeyr,4500 AZN
Bakı,Mercedes,C 250,2014,Sedan,Ağ,1.8 L,204 a.g.,Benzin,91 000 km,Avtomat,Arxa,Xeyr,19800 $
Bakı,Mercedes,C 220,1998,Universal,Qara,2.2 L,146 a.g.,Dizel,357 800 km,Avtomat,Arxa,Xeyr,10600 AZN
Bakı,Mercedes,C 250,2005,Sedan,Göy,2.5 L,182 a.g.,Benzin,260 000 km,Avtomat,Arxa,Xeyr,13300 AZN
Bakı,Mercedes,C 280,2000,Sedan,Qara,2.8 L,193 a.g.,Benzin,120 000 km,Avtomat,Arxa,Xeyr,12500 AZN
Bakı,Mercedes,C 200,1998,Universal,Boz,2.0 L,136 a.g.,Benzin,255 000 km,Avtomat,Arxa,Xeyr,10900 AZN
Sumqayıt,Mercedes,C 240,2002,Sedan,Qara,2.6 L,177 a.g.,Benzin,469 700 km,Avtomat,Arxa,Xeyr,11700 AZN
Bakı,Mercedes,C 220,1999,Universal,Bənövşəyi,2.2 L,136 a.g.,Dizel,510 262 km,Avtomat,Arxa,Xeyr,12300 AZN
Bakı,Mercedes,C 230,1997,Sedan,Ağ,2.3 L,150 a.g.,Benzin,293 000 km,Avtomat,Arxa,Xeyr,11000 AZN
Bakı,Mercedes,C 250,1997,Sedan,Qara,2.5 L,150 a.g.,Dizel,370 000 km,Avtomat,Arxa,Xeyr,10800 AZN
Bakı,Mercedes,C 180,1995,Sedan,Qırmızı,1.8 L,122 a.g.,Benzin,415 000 km,Mexaniki,Arxa,Xeyr,7500 AZN
Bakı,Mercedes,C 200,1995,Hetçbek / Liftbek,Gümüşü,2.0 L,136 a.g.,Qaz,638 826 km,Avtomat,Arxa,Xeyr,8900 AZN
Bakı,Mercedes,C 200,1995,Sedan,Yaşıl,2.0 L,136 a.g.,Benzin,333 283 km,Avtomat,Arxa,Xeyr,8000 AZN
Bakı,Mercedes,C 180,1994,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,303 809 km,Avtomat,Ön,Xeyr,7700 AZN
Naftalan,Mercedes,C 180,1999,Sedan,Qara,1.8 L,122 a.g.,Benzin,325 857 km,Avtomat,Arxa,Xeyr,11500 AZN
Bakı,Mercedes,C 180,1995,Sedan,Gümüşü,1.8 L,122 a.g.,Benzin,430 000 km,Avtomat,Arxa,Xeyr,8900 AZN
Xırdalan,Mercedes,C 180,1997,Sedan,Ağ,1.8 L,122 a.g.,Benzin,364 528 km,Avtomat,Arxa,Xeyr,8900 AZN
Bakı,Mercedes,C 180,2014,Sedan,Qara,1.6 L,167 a.g.,Benzin,102 000 km,Avtomat,Arxa,Xeyr,31500 $
